[Spectrum]		
IDData	DLAB_2012-07-27_19-10-40_447_776	
IDDevice	SAM_8404	
DateTime	2012-07-27 19:04:22	
IDDataType	SPECTRUM	
IDDataTypeSub1	BACK	
IDDataTypeSub2		
IDDataTypeSub3		
RecordType	0	
IDMethodType	SAM Calibration Station	
MethodName	SAM_Calibration_Station	
Latitude	0	
Longitude	0	
Comment		
CommentSub1		
CommentSub2		
CommentSub3		
Mission		
MissionSub	0	
		
141	0.0191595306801116	0.0256752624021955
142	0.0191668677683479	0.0258196955285592
143	0.0191751557538279	0.0259145433300485
144	0.0191724996971785	0.0258664876901725
145	0.0191561517670804	0.0255731420072566
146	0.019172537035162	0.0254090366395507
147	0.0191522501222801	0.0259252272100709
148	0.0191895718794707	0.0258856535277512
149	0.0191623357397419	0.0259001051495289
150	0.0191745299064127	0.0257096086570407
151	0.0191824256685893	0.0259585753205796
152	0.0191713671698375	0.0257377366716704
153	0.0191620996729583	0.0258874366764739
154	0.0191719891787684	0.0259312637314592
155	0.0191674730275292	0.0258283009013038
156	0.0191873436393426	0.0258290729881174
157	0.0191489338463335	0.0260647727807724
158	0.019198662282643	0.0258991546605622
159	0.0191716233014253	0.0258246083956815
160	0.0191756380070355	0.0259617144653159
161	0.0191555852416951	0.0257692536289631
162	0.0191810363117543	0.0258278800328192
163	0.0191777624336113	0.0260442455357646
164	0.0191929076967919	0.025881382873468
165	0.0191734539094767	0.0262032985614751
166	0.0191868456832448	0.0258698569073529
167	0.019165304109431	0.0258006462982587
168	0.0191828393525094	0.0259597475030244
169	0.0191633976040767	0.0258187656378842
170	0.0191855142526271	0.0263472748596247
171	0.0191642438153853	0.0255680516107902
172	0.0191826371341781	0.0257988125266158
173	0.0191756175932782	0.0259781597573396
174	0.0191992937133081	0.0257424032321017
175	0.019180047727574	0.0257004073303325
176	0.0191679127084566	0.0258196454293245
177	0.0191715144280529	0.0257676031472036
178	0.0191860676922706	0.0259461639770467
179	0.0191694243733591	0.0258946078495214
180	0.0191841468798385	0.0260741685693189
181	0.0191825549557191	0.0258894074791249
182	0.0191875913960556	0.0259332116665152
183	0.0191740989493133	0.0260082311684187
184	0.019183133519987	0.0260519255564407
185	0.0191835152746969	0.0258378101550162
186	0.0191751440638985	0.0259633338750762
187	0.0191848510672284	0.0257773098303047
188	0.0191819460325301	0.0259667163589529
189	0.0191879555286331	0.0261915968116337
190	0.019194655428478	0.0259814177786575
191	0.0191821512169628	0.0259606416085318
192	0.0191891301048247	0.0258714323275411
193	0.0191742838944653	0.0258306313012499
194	0.0192056788574415	0.0261453930978271
195	0.0191775331714135	0.0261755795451282
196	0.019196113529077	0.0260617404678539
197	0.0191764973040859	0.0259761114492522
198	0.0191911679910275	0.0261371593671414
199	0.0191834402497767	0.0257203206415118
200	0.019207815671853	0.0259825700610577
201	0.019180953435389	0.0257963508562009
202	0.0191889109622672	0.0260751707285766
203	0.0191889114856969	0.0256982738360897
204	0.0191862945117966	0.026079157719945
205	0.0191796664962938	0.0262475169840019
206	0.0191829075728438	0.0259246471412303
207	0.0191701299565615	0.0260347366311757
208	0.0192004597401483	0.0261264990529612
209	0.019191979830454	0.0261654368066664
210	0.0191967432149765	0.0258992833126041
211	0.0191726239244881	0.0257506219504732
212	0.0191994980253581	0.0258832779163006
213	0.0191881853142606	0.0259104547437162
214	0.0191919964057271	0.0257635552337692
215	0.0191757446122127	0.0258823005448176
216	0.0191972891521279	0.0259657908323227
217	0.019177704856347	0.0258053863492052
218	0.0192057263150654	0.0259311401417092
219	0.0191922042073082	0.0260456064195083
220	0.0191786130068338	0.0263230393984331
221	0.0191838762666963	0.0260122642441006
222	0.0192149938119446	0.0258224687917759
223	0.0191881486741833	0.02605970612471
224	0.0191966481252522	0.0260234157751682
225	0.0191831003694408	0.0260561070096472
226	0.0192033033590981	0.0260560836183669
227	0.0191856922187168	0.0258033563701061
228	0.0192021488477107	0.0257310186610394
229	0.0191944392520221	0.0259523097741179
230	0.0191881101148639	0.0258721619958388
231	0.019184603484992	0.0262447079356175
232	0.0192037433889785	0.025966321151052
233	0.0191919512162984	0.0259148090130986
234	0.0192119275609062	0.0264544690676596
235	0.0192013814998066	0.0260610137671066
236	0.0191925526369954	0.0259959723918935
237	0.0191795895521315	0.0260489454374984
238	0.0192212627546901	0.0260139609847354
239	0.0192018079205155	0.0261574612528735
240	0.019217740770881	0.025898148660945
241	0.0191932964305641	0.0261347264994224
242	0.0192207492701785	0.0259432796925293
243	0.0192057470777759	0.0260244188072349
244	0.0192219826449703	0.0257779953344686
245	0.019211203308712	0.0258441474463751
246	0.0192186325205713	0.0260877529681055
247	0.019206638478513	0.0258027862512878
248	0.0192189708306181	0.0258264079532128
249	0.0192131213295192	0.0258516635535269
250	0.0192338308246256	0.0258966360830025
251	0.0192417466516064	0.0259764965325692
252	0.0192524682361238	0.0258871261310429
253	0.0192645425373989	0.0258143556832896
254	0.0193478017042368	0.0259314070466918
255	0.0197860835040342	0.0271353476931531
[END] of [Data]		
[END] of [Spectrum]		
